odtaz_timeslot,o2d_taz,timeslot,ODcount
"183-新市桥,0-7",183-新市桥,0-7,26
"183-新市桥,0-7",183-新市桥,0-7,26
"183-新市桥,19-24",183-新市桥,19-24,26
"183-145,9-17",183-145,9-17,26
"183-164,19-24",183-164,19-24,26
"183-168,9-17",183-168,9-17,26
"183-186,9-17",183-186,9-17,26
"183-葑门桥,0-7",183-葑门桥,0-7,26
"183-人民桥,9-17",183-人民桥,9-17,26
"183-人民桥,0-7",183-人民桥,0-7,26
"183-人民桥,7-9",183-人民桥,7-9,26
"183-206,9-17",183-206,9-17,26
"183-23,7-9",183-23,7-9,6
"183-47,9-17",183-47,9-17,6
"184-156,9-17",184-156,9-17,26
"184-164,19-24",184-164,19-24,26
"184-164,7-9",184-164,7-9,26
"184-164,9-17",184-164,9-17,26
"184-181,9-17",184-181,9-17,26
"184-183,0-7",184-183,0-7,26
"184-人民桥,7-9",184-人民桥,7-9,26
"184-204,9-17",184-204,9-17,26
"184-3,17-19",184-3,17-19,18
"184-3,19-24",184-3,19-24,18
"184-3,9-17",184-3,9-17,6
"184-54,17-19",184-54,17-19,6
"184-65,17-19",184-65,17-19,6
"184-65,9-17",184-65,9-17,6
"184-76,9-17",184-76,9-17,6
"184-77,7-9",184-77,7-9,6
"185-1005,19-24",185-1005,19-24,26
"185-1009,7-9",185-1009,7-9,26
"185-葑门桥,0-7",185-葑门桥,0-7,26
"185-198,9-17",185-198,9-17,26
"185-人民桥,9-17",185-人民桥,9-17,26
"185-竹辉路,9-17",185-竹辉路,9-17,26
"185-47,0-7",185-47,0-7,6
"185-74,9-17",185-74,9-17,6
"186-惠济桥,7-9",186-惠济桥,7-9,6
"186-姑胥桥,19-24",186-姑胥桥,19-24,26
"186-123,9-17",186-123,9-17,26
"186-126,7-9",186-126,7-9,26
"186-新市桥,9-17",186-新市桥,9-17,26
"186-相门桥,0-7",186-相门桥,0-7,26
"186-146,0-7",186-146,0-7,26
"186-159,9-17",186-159,9-17,26
"186-163,9-17",186-163,9-17,26
"186-164,19-24",186-164,19-24,26
"186-金门路,0-7",186-金门路,0-7,6
"186-180,9-17",186-180,9-17,26
"186-187,0-7",186-187,0-7,26
"186-景德桥,9-17",186-景德桥,9-17,26
"186-200,9-17",186-200,9-17,26
"186-人民桥,19-24",186-人民桥,19-24,26
"186-人民桥,7-9",186-人民桥,7-9,26
"186-竹辉路,0-7",186-竹辉路,0-7,26
"186-206,19-24",186-206,19-24,26
"186-3,17-19",186-3,17-19,18
"186-3,9-17",186-3,9-17,12
"186-62,7-9",186-62,7-9,6
"186-65,9-17",186-65,9-17,6
"186-76,7-9",186-76,7-9,6
"186-91,19-24",186-91,19-24,6
"187-1003,9-17",187-1003,9-17,26
"187-新市桥,9-17",187-新市桥,9-17,26
"187-131,19-24",187-131,19-24,26
"187-131,7-9",187-131,7-9,26
"187-人民桥,0-7",187-人民桥,0-7,26
"187-人民桥,19-24",187-人民桥,19-24,26
"187-竹辉路,19-24",187-竹辉路,19-24,26
"187-竹辉路,7-9",187-竹辉路,7-9,26
"187-齐门桥,7-9",187-齐门桥,7-9,6
"188-相门桥,7-9",188-相门桥,7-9,26
"188-164,19-24",188-164,19-24,26
"188-相门桥,19-24",188-相门桥,19-24,26
"188-188,9-17",188-188,9-17,26
"188-葑门桥,9-17",188-葑门桥,9-17,26
"188-竹辉路,9-17",188-竹辉路,9-17,53
"188-206,9-17",188-206,9-17,26
"188-南园桥,19-24",188-南园桥,19-24,26
"188-3,7-9",188-3,7-9,6
"188-43,9-17",188-43,9-17,6
"189-1008,9-17",189-1008,9-17,26
"189-1009,0-7",189-1009,0-7,26
"189-相门桥,17-19",189-相门桥,17-19,6
"189-116,7-9",189-116,7-9,26
"189-新市桥,0-7",189-新市桥,0-7,26
"189-新市桥,9-17",189-新市桥,9-17,26
"189-164,7-9",189-164,7-9,26
"189-187,0-7",189-187,0-7,26
"189-187,19-24",189-187,19-24,53
"189-景德桥,9-17",189-景德桥,9-17,26
"189-葑门桥,0-7",189-葑门桥,0-7,26
"189-葑门桥,19-24",189-葑门桥,19-24,26
"189-葑门桥,9-17",189-葑门桥,9-17,26
"189-南园桥,9-17",189-南园桥,9-17,26
"189-198,19-24",189-198,19-24,26
"189-206,0-7",189-206,0-7,26
"189-齐门桥,0-7",189-齐门桥,0-7,6
"189-47,17-19",189-47,17-19,6
"189-惠济桥,19-24",189-惠济桥,19-24,6
"189-娄门桥,19-24",189-娄门桥,19-24,6
"景德桥-阊门桥,17-19",景德桥-阊门桥,17-19,6
"景德桥-阊门桥,9-17",景德桥-阊门桥,9-17,6
"景德桥-1009,9-17",景德桥-1009,9-17,6
"景德桥-1013,17-19",景德桥-1013,17-19,6
"景德桥-104,0-7",景德桥-104,0-7,6
"景德桥-相门桥,19-24",景德桥-相门桥,19-24,6
"景德桥-144,17-19",景德桥-144,17-19,6
"景德桥-162,19-24",景德桥-162,19-24,6
"景德桥-164,0-7",景德桥-164,0-7,6
"景德桥-164,19-24",景德桥-164,19-24,6
"景德桥-金门路,19-24",景德桥-金门路,19-24,6
"景德桥-178,9-17",景德桥-178,9-17,6
"景德桥-179,0-7",景德桥-179,0-7,6
"景德桥-181,9-17",景德桥-181,9-17,6
"景德桥-景德桥,19-24",景德桥-景德桥,19-24,6
"景德桥-2,17-19",景德桥-2,17-19,6
"景德桥-2,19-24",景德桥-2,19-24,6
"景德桥-2,9-17",景德桥-2,9-17,6
"景德桥-人民桥,19-24",景德桥-人民桥,19-24,6
"景德桥-竹辉路,17-19",景德桥-竹辉路,17-19,6
"景德桥-金门路,0-7",景德桥-金门路,0-7,6
"景德桥-29,17-19",景德桥-29,17-19,6
"景德桥-3,9-17",景德桥-3,9-17,6
"景德桥-干将桥（干将西路）,0-7",景德桥-干将桥（干将西路）,0-7,6
"景德桥-干将桥（干将西路）,19-24",景德桥-干将桥（干将西路）,19-24,6
"景德桥-干将桥（干将西路）,9-17",景德桥-干将桥（干将西路）,9-17,6
"景德桥-33,19-24",景德桥-33,19-24,18
"景德桥-33,9-17",景德桥-33,9-17,6
"景德桥-干将桥（干将西路）,19-24",景德桥-干将桥（干将西路）,19-24,6
"景德桥-47,19-24",景德桥-47,19-24,6
"景德桥-47,7-9",景德桥-47,7-9,12
"景德桥-平门桥,0-7",景德桥-平门桥,0-7,6
"景德桥-54,9-17",景德桥-54,9-17,6
"景德桥-惠济桥,0-7",景德桥-惠济桥,0-7,6
"景德桥-惠济桥,19-24",景德桥-惠济桥,19-24,6
"景德桥-惠济桥,9-17",景德桥-惠济桥,9-17,6
"景德桥-73,0-7",景德桥-73,0-7,6
"景德桥-131,17-19",景德桥-131,17-19,26
"景德桥-139,0-7",景德桥-139,0-7,26
"景德桥-163,17-19",景德桥-163,17-19,26
"景德桥-189,9-17",景德桥-189,9-17,26
"景德桥-南园桥,0-7",景德桥-南园桥,0-7,26
"景德桥-193,9-17",景德桥-193,9-17,26
"景德桥-198,0-7",景德桥-198,0-7,26
"景德桥-人民桥,17-19",景德桥-人民桥,17-19,26
"景德桥-竹辉路,0-7",景德桥-竹辉路,0-7,53
"景德桥-3,7-9",景德桥-3,7-9,6
"景德桥-47,9-17",景德桥-47,9-17,6
"景德桥-62,7-9",景德桥-62,7-9,6
"景德桥-75,9-17",景德桥-75,9-17,26
"191-竹辉路,7-9",191-竹辉路,7-9,26
"南园桥-阊门桥,19-24",南园桥-阊门桥,19-24,6
"南园桥-相门桥,0-7",南园桥-相门桥,0-7,6
"南园桥-116,7-9",南园桥-116,7-9,26
"南园桥-相门桥,7-9",南园桥-相门桥,7-9,26
"南园桥-新市桥,19-24",南园桥-新市桥,19-24,26
"南园桥-155,0-7",南园桥-155,0-7,26
"南园桥-47,0-7",南园桥-47,0-7,6
"南园桥-47,17-19",南园桥-47,17-19,6
"南园桥-47,7-9",南园桥-47,7-9,6
"193-阊门桥,0-7",193-阊门桥,0-7,6
"193-1005,17-19",193-1005,17-19,26
"193-104,9-17",193-104,9-17,12
"193-新市桥,19-24",193-新市桥,19-24,26
"193-新市桥,19-24",193-新市桥,19-24,26
"193-144,19-24",193-144,19-24,26
"193-147,0-7",193-147,0-7,26
"193-165,0-7",193-165,0-7,26
"193-175,9-17",193-175,9-17,26
"193-186,19-24",193-186,19-24,26
"193-189,17-19",193-189,17-19,26
"193-葑门桥,19-24",193-葑门桥,19-24,26
"193-葑门桥,9-17",193-葑门桥,9-17,26
"193-人民桥,0-7",193-人民桥,0-7,26
"193-人民桥,7-9",193-人民桥,7-9,26
"193-竹辉路,0-7",193-竹辉路,0-7,26
"193-南园桥,9-17",193-南园桥,9-17,26
"193-惠济桥,17-19",193-惠济桥,17-19,6
"193-惠济桥,19-24",193-惠济桥,19-24,6
"193-86,9-17",193-86,9-17,6
"葑门桥-阊门桥,19-24",葑门桥-阊门桥,19-24,6
"葑门桥-1003,17-19",葑门桥-1003,17-19,26
"葑门桥-1003,19-24",葑门桥-1003,19-24,53
"葑门桥-1003,9-17",葑门桥-1003,9-17,26
"葑门桥-1005,17-19",葑门桥-1005,17-19,26
"葑门桥-1009,19-24",葑门桥-1009,19-24,26
"葑门桥-1013,0-7",葑门桥-1013,0-7,6
"葑门桥-104,19-24",葑门桥-104,19-24,6
"葑门桥-相门桥,0-7",葑门桥-相门桥,0-7,6
"葑门桥-姑胥桥,19-24",葑门桥-姑胥桥,19-24,26
"葑门桥-姑胥桥,9-17",葑门桥-姑胥桥,9-17,26
"葑门桥-117,9-17",葑门桥-117,9-17,26
"葑门桥-119,9-17",葑门桥-119,9-17,26
"葑门桥-125,19-24",葑门桥-125,19-24,26
"葑门桥-新市桥,0-7",葑门桥-新市桥,0-7,26
"葑门桥-新市桥,17-19",葑门桥-新市桥,17-19,26
"葑门桥-新市桥,19-24",葑门桥-新市桥,19-24,53
"葑门桥-新市桥,7-9",葑门桥-新市桥,7-9,53
"葑门桥-新市桥,9-17",葑门桥-新市桥,9-17,79
"葑门桥-相门桥,19-24",葑门桥-相门桥,19-24,53
"葑门桥-相门桥,9-17",葑门桥-相门桥,9-17,53
"葑门桥-131,0-7",葑门桥-131,0-7,26
"葑门桥-131,9-17",葑门桥-131,9-17,79
"葑门桥-新市桥,19-24",葑门桥-新市桥,19-24,53
"葑门桥-144,7-9",葑门桥-144,7-9,26
"葑门桥-144,9-17",葑门桥-144,9-17,26
"葑门桥-145,7-9",葑门桥-145,7-9,53
"葑门桥-146,19-24",葑门桥-146,19-24,26
"葑门桥-153,19-24",葑门桥-153,19-24,26
"葑门桥-156,17-19",葑门桥-156,17-19,26
"葑门桥-163,9-17",葑门桥-163,9-17,26
"葑门桥-164,19-24",葑门桥-164,19-24,26
"葑门桥-165,9-17",葑门桥-165,9-17,26
"葑门桥-金门路,17-19",葑门桥-金门路,17-19,6
"葑门桥-金门路,9-17",葑门桥-金门路,9-17,6
"葑门桥-178,17-19",葑门桥-178,17-19,26
"葑门桥-182,9-17",葑门桥-182,9-17,26
"葑门桥-187,19-24",葑门桥-187,19-24,26
"葑门桥-193,7-9",葑门桥-193,7-9,26
"葑门桥-193,9-17",葑门桥-193,9-17,26
"葑门桥-葑门桥,7-9",葑门桥-葑门桥,7-9,26
"葑门桥-南园桥,7-9",葑门桥-南园桥,7-9,26
"葑门桥-南园桥,9-17",葑门桥-南园桥,9-17,26
"葑门桥-198,0-7",葑门桥-198,0-7,26
"葑门桥-199,0-7",葑门桥-199,0-7,26
"葑门桥-2,0-7",葑门桥-2,0-7,6
"葑门桥-20,19-24",葑门桥-20,19-24,6
"葑门桥-200,17-19",葑门桥-200,17-19,26
"葑门桥-200,19-24",葑门桥-200,19-24,26
"葑门桥-200,9-17",葑门桥-200,9-17,26
"葑门桥-人民桥,0-7",葑门桥-人民桥,0-7,26
"葑门桥-人民桥,17-19",葑门桥-人民桥,17-19,26
"葑门桥-人民桥,9-17",葑门桥-人民桥,9-17,26
"葑门桥-202,19-24",葑门桥-202,19-24,26
"葑门桥-202,7-9",葑门桥-202,7-9,26
"葑门桥-人民桥,0-7",葑门桥-人民桥,0-7,26
"葑门桥-人民桥,19-24",葑门桥-人民桥,19-24,26
"葑门桥-204,19-24",葑门桥-204,19-24,26
"葑门桥-竹辉路,19-24",葑门桥-竹辉路,19-24,53
"葑门桥-竹辉路,9-17",葑门桥-竹辉路,9-17,53
"葑门桥-206,7-9",葑门桥-206,7-9,26
"葑门桥-南园桥,0-7",葑门桥-南园桥,0-7,26
"葑门桥-22,19-24",葑门桥-22,19-24,6
"葑门桥-26,7-9",葑门桥-26,7-9,6
"葑门桥-3,9-17",葑门桥-3,9-17,6
"葑门桥-干将桥（干将西路）,7-9",葑门桥-干将桥（干将西路）,7-9,26
"葑门桥-干将桥（干将西路）,9-17",葑门桥-干将桥（干将西路）,9-17,26
"葑门桥-33,7-9",葑门桥-33,7-9,26
"葑门桥-47,0-7",葑门桥-47,0-7,6
"葑门桥-47,19-24",葑门桥-47,19-24,6
"葑门桥-59,17-19",葑门桥-59,17-19,6
"葑门桥-惠济桥,9-17",葑门桥-惠济桥,9-17,6
"葑门桥-85,9-17",葑门桥-85,9-17,6
"葑门桥-87,0-7",葑门桥-87,0-7,6
"葑门桥-87,9-17",葑门桥-87,9-17,6
"南园桥-1005,17-19",南园桥-1005,17-19,26
"南园桥-172,9-17",南园桥-172,9-17,26
"南园桥-葑门桥,19-24",南园桥-葑门桥,19-24,26
"南园桥-人民桥,17-19",南园桥-人民桥,17-19,26
"葑门桥-阊门桥,17-19",葑门桥-阊门桥,17-19,6
"葑门桥-100,7-9",葑门桥-100,7-9,6
"葑门桥-1003,0-7",葑门桥-1003,0-7,26
"葑门桥-1003,9-17",葑门桥-1003,9-17,53
"葑门桥-1005,0-7",葑门桥-1005,0-7,26
"葑门桥-1005,19-24",葑门桥-1005,19-24,26
"葑门桥-1013,0-7",葑门桥-1013,0-7,6
"葑门桥-104,19-24",葑门桥-104,19-24,6
"葑门桥-相门桥,7-9",葑门桥-相门桥,7-9,12
"葑门桥-相门桥,9-17",葑门桥-相门桥,9-17,6
"葑门桥-姑胥桥,17-19",葑门桥-姑胥桥,17-19,26
"葑门桥-姑胥桥,19-24",葑门桥-姑胥桥,19-24,26
"葑门桥-12,19-24",葑门桥-12,19-24,6
"葑门桥-124,7-9",葑门桥-124,7-9,26
"葑门桥-新市桥,19-24",葑门桥-新市桥,19-24,26
"葑门桥-相门桥,19-24",葑门桥-相门桥,19-24,26
"葑门桥-相门桥,9-17",葑门桥-相门桥,9-17,53
"葑门桥-131,17-19",葑门桥-131,17-19,26
"葑门桥-131,9-17",葑门桥-131,9-17,53
"葑门桥-133,9-17",葑门桥-133,9-17,26
"葑门桥-136,17-19",葑门桥-136,17-19,26
"葑门桥-138,19-24",葑门桥-138,19-24,26
"葑门桥-140,7-9",葑门桥-140,7-9,26
"葑门桥-新市桥,19-24",葑门桥-新市桥,19-24,79
"葑门桥-新市桥,9-17",葑门桥-新市桥,9-17,26
"葑门桥-146,9-17",葑门桥-146,9-17,26
"葑门桥-163,7-9",葑门桥-163,7-9,26
"葑门桥-164,0-7",葑门桥-164,0-7,26
"葑门桥-164,19-24",葑门桥-164,19-24,26
"葑门桥-164,7-9",葑门桥-164,7-9,26
"葑门桥-168,9-17",葑门桥-168,9-17,53
"葑门桥-172,9-17",葑门桥-172,9-17,26
"葑门桥-173,17-19",葑门桥-173,17-19,26
"葑门桥-176,0-7",葑门桥-176,0-7,26
"葑门桥-177,9-17",葑门桥-177,9-17,26
"葑门桥-179,7-9",葑门桥-179,7-9,26
"葑门桥-185,9-17",葑门桥-185,9-17,26
"葑门桥-191,19-24",葑门桥-191,19-24,26
"葑门桥-193,9-17",葑门桥-193,9-17,26
"葑门桥-197,9-17",葑门桥-197,9-17,26
"葑门桥-198,9-17",葑门桥-198,9-17,26
"葑门桥-人民桥,19-24",葑门桥-人民桥,19-24,26
"葑门桥-人民桥,9-17",葑门桥-人民桥,9-17,79
"葑门桥-人民桥,19-24",葑门桥-人民桥,19-24,26
"葑门桥-人民桥,9-17",葑门桥-人民桥,9-17,26
"葑门桥-204,9-17",葑门桥-204,9-17,26
"葑门桥-竹辉路,7-9",葑门桥-竹辉路,7-9,26
"葑门桥-206,19-24",葑门桥-206,19-24,26
"葑门桥-南园桥,7-9",葑门桥-南园桥,7-9,26
"葑门桥-竹辉路,17-19",葑门桥-竹辉路,17-19,26
"葑门桥-竹辉路,19-24",葑门桥-竹辉路,19-24,26
"葑门桥-金门路,0-7",葑门桥-金门路,0-7,6
"葑门桥-22,0-7",葑门桥-22,0-7,6
"葑门桥-22,17-19",葑门桥-22,17-19,6
"葑门桥-24,17-19",葑门桥-24,17-19,6
"葑门桥-3,9-17",葑门桥-3,9-17,6
"葑门桥-33,9-17",葑门桥-33,9-17,26
"葑门桥-39,9-17",葑门桥-39,9-17,26
"葑门桥-47,0-7",葑门桥-47,0-7,6
"葑门桥-47,17-19",葑门桥-47,17-19,6
"葑门桥-47,9-17",葑门桥-47,9-17,12
"葑门桥-6,17-19",葑门桥-6,17-19,6
"葑门桥-61,9-17",葑门桥-61,9-17,6
"葑门桥-惠济桥,9-17",葑门桥-惠济桥,9-17,6
"葑门桥-75,19-24",葑门桥-75,19-24,26
"葑门桥-77,9-17",葑门桥-77,9-17,6
"葑门桥-齐门桥,0-7",葑门桥-齐门桥,0-7,6
"葑门桥-85,19-24",葑门桥-85,19-24,6
"葑门桥-85,9-17",葑门桥-85,9-17,6
"葑门桥-86,17-19",葑门桥-86,17-19,6
"葑门桥-87,17-19",葑门桥-87,17-19,6
"197-1002,17-19",197-1002,17-19,6
"197-1005,9-17",197-1005,9-17,106
"197-1009,9-17",197-1009,9-17,26
"197-104,19-24",197-104,19-24,6
"197-104,7-9",197-104,7-9,6
"197-131,0-7",197-131,0-7,26
"197-新市桥,0-7",197-新市桥,0-7,26
"197-新市桥,9-17",197-新市桥,9-17,26
"197-164,19-24",197-164,19-24,26
"197-165,7-9",197-165,7-9,26
"197-187,9-17",197-187,9-17,26
"197-189,0-7",197-189,0-7,26
"197-南园桥,9-17",197-南园桥,9-17,26
"197-葑门桥,17-19",197-葑门桥,17-19,26
"197-200,0-7",197-200,0-7,53
"197-人民桥,0-7",197-人民桥,0-7,26
"197-竹辉路,0-7",197-竹辉路,0-7,79
"197-南园桥,19-24",197-南园桥,19-24,26
"197-金门路,9-17",197-金门路,9-17,6
"197-33,0-7",197-33,0-7,26
"197-惠济桥,9-17",197-惠济桥,9-17,6
"197-79,19-24",197-79,19-24,6
"197-90,17-19",197-90,17-19,6
"198-惠济桥,0-7",198-惠济桥,0-7,6
"198-惠济桥,19-24",198-惠济桥,19-24,6
"198-惠济桥,9-17",198-惠济桥,9-17,12
"198-1004,17-19",198-1004,17-19,26
"198-1004,19-24",198-1004,19-24,26
"198-1004,7-9",198-1004,7-9,26
"198-1005,0-7",198-1005,0-7,79
"198-1005,7-9",198-1005,7-9,26
"198-1005,9-17",198-1005,9-17,26
"198-1009,0-7",198-1009,0-7,26
"198-101,17-19",198-101,17-19,6
"198-1013,19-24",198-1013,19-24,6
"198-相门桥,17-19",198-相门桥,17-19,6
"198-相门桥,19-24",198-相门桥,19-24,6
"198-相门桥,7-9",198-相门桥,7-9,6
"198-相门桥,9-17",198-相门桥,9-17,6
"198-姑胥桥,7-9",198-姑胥桥,7-9,26
"198-姑胥桥,9-17",198-姑胥桥,9-17,26
"198-116,17-19",198-116,17-19,26
"198-116,19-24",198-116,19-24,26
"198-118,19-24",198-118,19-24,26
"198-123,17-19",198-123,17-19,26
"198-123,19-24",198-123,19-24,79
"198-123,7-9",198-123,7-9,26
"198-123,9-17",198-123,9-17,26
"198-125,9-17",198-125,9-17,26
"198-新市桥,19-24",198-新市桥,19-24,26
"198-新市桥,7-9",198-新市桥,7-9,26
"198-新市桥,9-17",198-新市桥,9-17,26
"198-相门桥,19-24",198-相门桥,19-24,26
"198-相门桥,9-17",198-相门桥,9-17,26
"198-新市桥,17-19",198-新市桥,17-19,26
"198-新市桥,19-24",198-新市桥,19-24,26
"198-新市桥,9-17",198-新市桥,9-17,26
"198-144,9-17",198-144,9-17,79
"198-151,17-19",198-151,17-19,26
"198-151,7-9",198-151,7-9,26
"198-151,9-17",198-151,9-17,26
"198-153,19-24",198-153,19-24,53
"198-156,7-9",198-156,7-9,26
"198-156,9-17",198-156,9-17,79
"198-159,17-19",198-159,17-19,26
"198-159,7-9",198-159,7-9,26
"198-161,0-7",198-161,0-7,26
"198-161,9-17",198-161,9-17,26
"198-163,9-17",198-163,9-17,26
"198-164,17-19",198-164,17-19,106
"198-164,19-24",198-164,19-24,79
"198-164,7-9",198-164,7-9,238
"198-164,9-17",198-164,9-17,132
"198-165,0-7",198-165,0-7,26
"198-165,17-19",198-165,17-19,26
"198-168,7-9",198-168,7-9,26
"198-168,9-17",198-168,9-17,26
"198-181,19-24",198-181,19-24,26
"198-186,7-9",198-186,7-9,26
"198-186,9-17",198-186,9-17,26
"198-193,0-7",198-193,0-7,26
"198-葑门桥,19-24",198-葑门桥,19-24,53
"198-南园桥,17-19",198-南园桥,17-19,26
"198-葑门桥,9-17",198-葑门桥,9-17,26
"198-198,19-24",198-198,19-24,26
"198-198,9-17",198-198,9-17,26
"198-人民桥,17-19",198-人民桥,17-19,26
"198-人民桥,17-19",198-人民桥,17-19,26
"198-人民桥,9-17",198-人民桥,9-17,26
"198-204,19-24",198-204,19-24,26
"198-竹辉路,0-7",198-竹辉路,0-7,53
"198-竹辉路,9-17",198-竹辉路,9-17,26
"198-206,0-7",198-206,0-7,26
"198-206,17-19",198-206,17-19,53
"198-206,7-9",198-206,7-9,26
"198-南园桥,0-7",198-南园桥,0-7,26
"198-竹辉路,9-17",198-竹辉路,9-17,26
"198-金门路,19-24",198-金门路,19-24,6
"198-24,17-19",198-24,17-19,6
"198-24,19-24",198-24,19-24,6
"198-26,0-7",198-26,0-7,6
"198-3,17-19",198-3,17-19,114
"198-3,19-24",198-3,19-24,102
"198-3,7-9",198-3,7-9,150
"198-3,9-17",198-3,9-17,162
"198-干将桥（干将西路）,0-7",198-干将桥（干将西路）,0-7,26
"198-干将桥（干将西路）,19-24",198-干将桥（干将西路）,19-24,53
"198-33,19-24",198-33,19-24,26
"198-33,9-17",198-33,9-17,26
"198-40,9-17",198-40,9-17,6
"198-齐门桥,17-19",198-齐门桥,17-19,6
"198-齐门桥,9-17",198-齐门桥,9-17,6
"198-47,0-7",198-47,0-7,12
"198-47,19-24",198-47,19-24,36
"198-47,7-9",198-47,7-9,6
"198-47,9-17",198-47,9-17,12
"198-平门桥,0-7",198-平门桥,0-7,6
"198-54,17-19",198-54,17-19,6
"198-61,7-9",198-61,7-9,6
"198-62,7-9",198-62,7-9,6
"198-惠济桥,0-7",198-惠济桥,0-7,18
"198-惠济桥,19-24",198-惠济桥,19-24,6
"198-76,7-9",198-76,7-9,12
"198-76,9-17",198-76,9-17,12
"198-77,19-24",198-77,19-24,6
"198-77,7-9",198-77,7-9,6
"198-79,17-19",198-79,17-19,6
"198-齐门桥,19-24",198-齐门桥,19-24,6
"198-齐门桥,7-9",198-齐门桥,7-9,6
"198-齐门桥,9-17",198-齐门桥,9-17,12
"198-娄门桥,19-24",198-娄门桥,19-24,6
"198-85,19-24",198-85,19-24,6
"198-85,7-9",198-85,7-9,6
"198-86,17-19",198-86,17-19,6
"198-86,9-17",198-86,9-17,6
"199-惠济桥,9-17",199-惠济桥,9-17,6
"199-阊门桥,19-24",199-阊门桥,19-24,6
"199-1003,7-9",199-1003,7-9,26
"199-1007,19-24",199-1007,19-24,53
"199-1009,19-24",199-1009,19-24,26
"199-116,19-24",199-116,19-24,26
"199-116,7-9",199-116,7-9,26
"199-118,9-17",199-118,9-17,26
"199-新市桥,0-7",199-新市桥,0-7,53
"199-新市桥,19-24",199-新市桥,19-24,79
"199-新市桥,7-9",199-新市桥,7-9,26
"199-新市桥,9-17",199-新市桥,9-17,26
"199-新市桥,19-24",199-新市桥,19-24,26
"199-新市桥,7-9",199-新市桥,7-9,26
"199-新市桥,9-17",199-新市桥,9-17,53
"199-144,17-19",199-144,17-19,26
"199-144,7-9",199-144,7-9,26
"199-144,9-17",199-144,9-17,53
"199-145,19-24",199-145,19-24,26
"199-146,0-7",199-146,0-7,26
"199-147,17-19",199-147,17-19,26
"199-153,19-24",199-153,19-24,26
"199-156,7-9",199-156,7-9,26
"199-183,19-24",199-183,19-24,26
"199-葑门桥,17-19",199-葑门桥,17-19,26
"199-葑门桥,0-7",199-葑门桥,0-7,26
"199-2,0-7",199-2,0-7,6
"199-人民桥,17-19",199-人民桥,17-19,26
"199-206,7-9",199-206,7-9,53
"199-206,9-17",199-206,9-17,53
"199-24,9-17",199-24,9-17,6
"199-干将桥（干将西路）,9-17",199-干将桥（干将西路）,9-17,26
"199-43,0-7",199-43,0-7,6
"199-43,9-17",199-43,9-17,6
"199-齐门桥,7-9",199-齐门桥,7-9,6
"199-齐门桥,19-24",199-齐门桥,19-24,6
"199-47,0-7",199-47,0-7,12
"199-47,19-24",199-47,19-24,18
"199-47,9-17",199-47,9-17,30
"199-平门桥,7-9",199-平门桥,7-9,6
"199-65,9-17",199-65,9-17,6
"199-惠济桥,0-7",199-惠济桥,0-7,6
"199-惠济桥,19-24",199-惠济桥,19-24,6
"199-77,19-24",199-77,19-24,6
"199-85,17-19",199-85,17-19,6
"2-惠济桥,0-7",2-惠济桥,0-7,12
"2-惠济桥,17-19",2-惠济桥,17-19,24
"2-惠济桥,19-24",2-惠济桥,19-24,24
"2-惠济桥,7-9",2-惠济桥,7-9,24
"2-惠济桥,9-17",2-惠济桥,9-17,54
"2-阊门桥,0-7",2-阊门桥,0-7,6
"2-阊门桥,9-17",2-阊门桥,9-17,12
"2-100,9-17",2-100,9-17,6
"2-1002,19-24",2-1002,19-24,6
"2-1005,19-24",2-1005,19-24,6
"2-1005,7-9",2-1005,7-9,6
"2-1008,7-9",2-1008,7-9,6
"2-1008,9-17",2-1008,9-17,6
"2-1009,19-24",2-1009,19-24,6
"2-1009,7-9",2-1009,7-9,18
"2-1009,9-17",2-1009,9-17,18
"2-1013,17-19",2-1013,17-19,6
"2-1013,19-24",2-1013,19-24,12
"2-1013,9-17",2-1013,9-17,18
"2-阊门桥,0-7",2-阊门桥,0-7,6
"2-阊门桥,17-19",2-阊门桥,17-19,6
"2-阊门桥,7-9",2-阊门桥,7-9,12
"2-104,0-7",2-104,0-7,6
"2-104,7-9",2-104,7-9,6
"2-104,9-17",2-104,9-17,6
"2-姑胥桥,0-7",2-姑胥桥,0-7,6
"2-姑胥桥,7-9",2-姑胥桥,7-9,6
"2-姑胥桥,9-17",2-姑胥桥,9-17,6
"2-116,17-19",2-116,17-19,6
"2-116,9-17",2-116,9-17,12
"2-117,19-24",2-117,19-24,6
"2-119,9-17",2-119,9-17,6
"2-12,0-7",2-12,0-7,6
"2-12,19-24",2-12,19-24,6
"2-12,7-9",2-12,7-9,6
"2-123,7-9",2-123,7-9,18
"2-123,9-17",2-123,9-17,18
"2-新市桥,0-7",2-新市桥,0-7,6
"2-相门桥,7-9",2-相门桥,7-9,6
"2-131,9-17",2-131,9-17,6
"2-132,0-7",2-132,0-7,6
"2-132,19-24",2-132,19-24,6
"2-139,0-7",2-139,0-7,6
"2-139,19-24",2-139,19-24,6
"2-新市桥,0-7",2-新市桥,0-7,12
"2-新市桥,17-19",2-新市桥,17-19,6
"2-新市桥,19-24",2-新市桥,19-24,18
"2-新市桥,7-9",2-新市桥,7-9,6
"2-新市桥,9-17",2-新市桥,9-17,6
"2-144,17-19",2-144,17-19,6
"2-144,19-24",2-144,19-24,12
"2-144,9-17",2-144,9-17,12
"2-145,0-7",2-145,0-7,12
"2-145,9-17",2-145,9-17,6
